Proccess,ID,Target,F1mean,F1std,ROCmean,ROCstd
2b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.5018,0.0492,0.4499,0.0495
2b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.5026,0.0549,0.45,0.0476
2b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4832,0.0618,0.4245,0.0774
2b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4474,0.0613,0.3874,0.0465
2b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4498,0.0604,0.3892,0.0467
2b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4537,0.0575,0.3895,0.0402
2b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4393,0.0621,0.3877,0.0633
2b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4321,0.038,0.3836,0.0564
2b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0917,0.051
2b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0923,0.0508
2b,['T4'],Y1,0.5732,0.1331,0.4941,0.0554
2b,['T4' 'T5'],Y1,0.5327,0.0843,0.475,0.0493
2b,['T4' 'T5' 'S1'],Y1,0.5056,0.0582,0.4596,0.0503
2b,['T4' 'T5' 'S1' 'S2'],Y1,0.5,0.0514,0.4447,0.0468
2b,['T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.5001,0.0553,0.4453,0.0474
2b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.5011,0.0567,0.4448,0.0461
2b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4859,0.0752,0.4229,0.0775
2b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4519,0.0582,0.3865,0.046
2b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4489,0.0619,0.3878,0.0473
2b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4512,0.0568,0.3887,0.0402
2b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4413,0.0595,0.3876,0.0625
2b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4343,0.0361,0.3836,0.0556
2b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0915,0.0497
2b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0913,0.0493
2b,['T5'],Y1,0.554,0.1286,0.4615,0.0504
2b,['T5' 'S1'],Y1,0.5045,0.0565,0.4525,0.0523
2b,['T5' 'S1' 'S2'],Y1,0.5,0.0516,0.4424,0.0458
2b,['T5' 'S1' 'S2' 'S3'],Y1,0.5006,0.0527,0.444,0.0458
2b,['T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4918,0.0531,0.4434,0.0446
2b,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4835,0.0744,0.422,0.0766
2b,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4492,0.0529,0.3856,0.0446
2b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4471,0.0554,0.3868,0.0468
2b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4482,0.0563,0.3872,0.0379
2b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4396,0.0575,0.3874,0.0625
2b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4312,0.0272,0.3825,0.0556
2b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0908,0.0488
2b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0905,0.0483
2b,['S1'],Y1,0.5239,0.0844,0.4391,0.0707
2b,['S1' 'S2'],Y1,0.4867,0.053,0.4373,0.0493
2b,['S1' 'S2' 'S3'],Y1,0.49,0.0558,0.4399,0.0466
2b,['S1' 'S2' 'S3' 'C5~'],Y1,0.4928,0.059,0.439,0.047
2b,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4994,0.0661,0.4226,0.0729
2b,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4598,0.056,0.386,0.0449
2b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y1,0.4493,0.0557,0.3881,0.0453
2b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4437,0.062,0.3875,0.0363
2b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4431,0.059,0.389,0.0613
2b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4276,0.0314,0.3824,0.0537
2b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0905,0.0488
2b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0908,0.0484
2b,['S2'],Y1,0.5247,0.1186,0.4255,0.0536
2b,['S2' 'S3'],Y1,0.5157,0.0933,0.4413,0.0502
2b,['S2' 'S3' 'C5~'],Y1,0.5126,0.0963,0.4395,0.0492
2b,['S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.5032,0.0688,0.4232,0.0705
2b,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4483,0.053,0.3855,0.0447
2b,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4426,0.055,0.3873,0.0454
2b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4449,0.0619,0.3868,0.0381
2b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4329,0.0569,0.3888,0.06
2b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4342,0.0307,0.3822,0.0545
2b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.091,0.0484
2b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0913,0.0485
2b,['S3'],Y1,0.5902,0.1923,0.4716,0.043
2b,['S3' 'C5~'],Y1,0.5885,0.1925,0.4702,0.0429
2b,['S3' 'C5~' 'pos_word_ratio'],Y1,0.5113,0.0686,0.4372,0.0696
2b,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4554,0.0569,0.3843,0.0449
2b,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4503,0.0608,0.3865,0.0467
2b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4441,0.0651,0.3856,0.0384
2b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4274,0.0562,0.3894,0.0591
2b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.431,0.0357,0.3827,0.0539
2b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0915,0.0482
2b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0915,0.0483
2b,['C5~'],Y1,0.7156,0.2892,0.4658,0.0842
2b,['C5~' 'pos_word_ratio'],Y1,0.5109,0.057,0.4416,0.0653
2b,['C5~' 'pos_word_ratio' 'neg_word_ratio'],Y1,0.4636,0.0585,0.3838,0.045
2b,['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4552,0.0577,0.386,0.0463
2b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4468,0.0699,0.3862,0.0385
2b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4292,0.0545,0.3896,0.0576
2b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4261,0.0328,0.3829,0.0533
2b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0927,0.0487
2b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0928,0.0489
2b,['pos_word_ratio'],Y1,0.5081,0.0591,0.441,0.0659
2b,['pos_word_ratio' 'neg_word_ratio'],Y1,0.4609,0.0557,0.3831,0.0456
2b,['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y1,0.4552,0.0577,0.386,0.0467
2b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4468,0.0699,0.3861,0.0385
2b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4292,0.0545,0.3897,0.0575
2b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4261,0.0328,0.3828,0.0536
2b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0926,0.0487
2b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0928,0.0489
2b,['neg_word_ratio'],Y1,0.4643,0.0863,0.393,0.0663
2b,['neg_word_ratio' 'sales_share_ratio'],Y1,0.4745,0.0848,0.3972,0.0659
2b,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio'],Y1,0.4676,0.0904,0.393,0.0678
2b,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y1,0.4633,0.0693,0.3924,0.0834
2b,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4328,0.0539,0.3864,0.0643
2b,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0967,0.0542
2b,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0962,0.0531
2b,['sales_share_ratio'],Y1,0.7072,0.1801,0.5365,0.0788
2b,['sales_share_ratio' 'sharesoff_shareout_ratio'],Y1,0.5776,0.1051,0.4782,0.0766
2b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y1,0.6746,0.1033,0.4468,0.0837
2b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~'],Y1,0.4232,0.0467,0.4157,0.0578
2b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y1,0.1061,0.0502,0.1202,0.0562
2b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1205,0.0561
2b,['sharesoff_shareout_ratio'],Y1,0.5715,0.1278,0.4661,0.0841
2b,['sharesoff_shareout_ratio' 'C2'],Y1,0.698,0.1066,0.438,0.0842
2b,['sharesoff_shareout_ratio' 'C2' 'C3~'],Y1,0.4256,0.0512,0.4203,0.0648
2b,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y1,0.1061,0.0502,0.1309,0.0605
2b,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1318,0.0605
2b,['C2'],Y1,0.7503,0.1119,0.4751,0.0597
2b,['C2' 'C3~'],Y1,0.4248,0.0513,0.4389,0.0572
2b,['C2' 'C3~' 'C6~'],Y1,0.1061,0.0502,0.1182,0.0591
2b,['C2' 'C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1202,0.0578
2b,['C3~'],Y1,0.432,0.04,0.4389,0.0426
2b,['C3~' 'C6~'],Y1,0.1061,0.0502,0.1308,0.0558
2b,['C3~' 'C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.1322,0.0562
2b,['C6~'],Y1,0.1061,0.0502,0.1147,0.0486
2b,['C6~' 'bin_EPS'],Y1,0.1061,0.0502,0.12,0.0553
2b,['bin_EPS'],Y1,0.4308,0.0396,0.4345,0.0422
2b,['C1'],Y2,0.6808,0.2992,0.5097,0.0325
2b,['C1' 'C4'],Y2,0.4502,0.0438,0.4417,0.0491
2b,['C1' 'C4' 'C5'],Y2,0.4486,0.0442,0.4415,0.0497
2b,['C1' 'C4' 'C5' 'C6'],Y2,0.45,0.0444,0.4418,0.0495
2b,['C1' 'C4' 'C5' 'C6' 'T1'],Y2,0.457,0.055,0.4432,0.0548
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2'],Y2,0.46,0.0487,0.4462,0.0594
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y2,0.4592,0.05,0.4439,0.0627
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4574,0.0485,0.4466,0.0594
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4582,0.0466,0.4462,0.0611
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.455,0.0542,0.4432,0.0642
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4499,0.052,0.4405,0.066
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4471,0.0535,0.4385,0.066
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4465,0.0559,0.4376,0.0651
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y2,0.4484,0.0403,0.4272,0.0724
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y2,0.418,0.0552,0.4123,0.0548
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y2,0.421,0.0549,0.4165,0.056
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4214,0.0514,0.4124,0.0502
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4081,0.0596,0.3918,0.0578
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4046,0.0562,0.3898,0.0599
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4133,0.0694,0.3533,0.0564
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4069,0.0753,0.3531,0.0577
2b,['C4'],Y2,0.4499,0.0381,0.4415,0.0496
2b,['C4' 'C5'],Y2,0.4517,0.0417,0.4418,0.0496
2b,['C4' 'C5' 'C6'],Y2,0.4502,0.0438,0.4422,0.0491
2b,['C4' 'C5' 'C6' 'T1'],Y2,0.4577,0.0558,0.443,0.0546
2b,['C4' 'C5' 'C6' 'T1' 'T2'],Y2,0.4586,0.0489,0.4457,0.0614
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y2,0.4584,0.0511,0.4451,0.0621
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4569,0.0482,0.4463,0.0605
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.459,0.0471,0.4469,0.061
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4498,0.0495,0.4438,0.0655
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4493,0.0528,0.4413,0.0656
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4431,0.0529,0.4391,0.065
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4493,0.0536,0.4385,0.065
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y2,0.4474,0.0382,0.4267,0.0718
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y2,0.4181,0.0554,0.4139,0.0562
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4183,0.051,0.4181,0.0588
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4285,0.0495,0.4172,0.0499
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4113,0.0566,0.395,0.0604
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4046,0.0549,0.3916,0.0605
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4134,0.0688,0.3546,0.0573
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4075,0.0733,0.3534,0.0578
2b,['C5'],Y2,0.7018,0.3031,0.5329,0.0459
2b,['C5' 'C6'],Y2,0.6945,0.3073,0.4943,0.0475
2b,['C5' 'C6' 'T1'],Y2,0.4947,0.0923,0.4687,0.08
2b,['C5' 'C6' 'T1' 'T2'],Y2,0.4932,0.0826,0.469,0.0756
2b,['C5' 'C6' 'T1' 'T2' 'T3'],Y2,0.4855,0.0732,0.4678,0.0768
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y2,0.4898,0.0738,0.4688,0.0772
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y2,0.4917,0.0743,0.4708,0.0773
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4882,0.0558,0.4621,0.0754
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4783,0.0553,0.4541,0.0758
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4862,0.0554,0.4533,0.0744
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.476,0.0562,0.4506,0.073
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4509,0.0631,0.4478,0.0722
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.419,0.0697,0.4357,0.0547
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4188,0.0707,0.4377,0.0568
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4183,0.0657,0.4333,0.0503
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4095,0.0416,0.4077,0.0479
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4205,0.0493,0.415,0.052
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4135,0.0556,0.3597,0.0459
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4228,0.0573,0.3636,0.0486
2b,['C6'],Y2,0.6939,0.3077,0.4852,0.0471
2b,['C6' 'T1'],Y2,0.4935,0.0896,0.4674,0.0794
2b,['C6' 'T1' 'T2'],Y2,0.4949,0.082,0.4691,0.076
2b,['C6' 'T1' 'T2' 'T3'],Y2,0.4858,0.0703,0.4677,0.0771
