Proccess,ID,Target,F1mean,F1std,ROCmean,ROCstd
2a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4443,0.0505,0.427,0.0466
2a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4202,0.0456,0.4076,0.0428
2a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4247,0.0392,0.4134,0.0447
2a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4215,0.0517,0.3601,0.0379
2a,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4202,0.0487,0.3617,0.0393
2a,['S3'],Y2,0.538,0.117,0.4829,0.0689
2a,['S3' 'C5~'],Y2,0.4772,0.0683,0.4687,0.034
2a,['S3' 'C5~' 'pos_word_ratio'],Y2,0.4644,0.0425,0.4568,0.0318
2a,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4414,0.0541,0.4382,0.0397
2a,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.4467,0.0517,0.439,0.0449
2a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4439,0.0571,0.4388,0.0462
2a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4335,0.0294,0.4155,0.0349
2a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4179,0.0345,0.4133,0.0408
2a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4238,0.0433,0.3657,0.0321
2a,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.426,0.0475,0.3667,0.0327
2a,['C5~'],Y2,0.4812,0.0733,0.4635,0.0606
2a,['C5~' 'pos_word_ratio'],Y2,0.4742,0.0432,0.4593,0.0339
2a,['C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4332,0.0563,0.4352,0.0382
2a,['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.4344,0.0553,0.4352,0.0357
2a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4294,0.0534,0.4337,0.0373
2a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4276,0.0368,0.414,0.0342
2a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4276,0.0277,0.4156,0.0386
2a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4271,0.0323,0.364,0.0308
2a,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.429,0.0315,0.3667,0.0325
2a,['pos_word_ratio'],Y2,0.4481,0.046,0.4615,0.0424
2a,['pos_word_ratio' 'neg_word_ratio'],Y2,0.4336,0.0455,0.4356,0.0418
2a,['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.432,0.0467,0.4402,0.0427
2a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4324,0.0464,0.4305,0.0357
2a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4137,0.0408,0.4137,0.0358
2a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4169,0.0245,0.4118,0.0394
2a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4266,0.0414,0.3604,0.0326
2a,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4236,0.0431,0.362,0.0324
2a,['neg_word_ratio'],Y2,0.4221,0.0506,0.4379,0.0416
2a,['neg_word_ratio' 'sales_share_ratio'],Y2,0.4162,0.0415,0.4402,0.045
2a,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio'],Y2,0.4245,0.0487,0.4299,0.0459
2a,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y2,0.4021,0.031,0.4138,0.0391
2a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4054,0.0351,0.4147,0.0427
2a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4277,0.0449,0.3607,0.0345
2a,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4319,0.0492,0.3623,0.0362
2a,['sales_share_ratio'],Y2,0.41,0.06,0.4563,0.0594
2a,['sales_share_ratio' 'sharesoff_shareout_ratio'],Y2,0.4103,0.0551,0.4495,0.0622
2a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y2,0.3733,0.0246,0.4162,0.0441
2a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~'],Y2,0.3783,0.0327,0.4233,0.057
2a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y2,0.4275,0.0329,0.3544,0.0476
2a,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.434,0.0387,0.3542,0.0491
2a,['sharesoff_shareout_ratio'],Y2,0.4343,0.0665,0.4628,0.0605
2a,['sharesoff_shareout_ratio' 'C2'],Y2,0.36,0.0153,0.4219,0.0536
2a,['sharesoff_shareout_ratio' 'C2' 'C3~'],Y2,0.3828,0.063,0.4215,0.0626
2a,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y2,0.4231,0.0455,0.3506,0.0497
2a,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.4221,0.0497,0.3513,0.0515
2a,['C2'],Y2,0.3492,0.0314,0.4673,0.0358
2a,['C2' 'C3~'],Y2,0.44,0.1149,0.453,0.0551
2a,['C2' 'C3~' 'C6~'],Y2,0.4207,0.0453,0.3609,0.0454
2a,['C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.4305,0.0442,0.3618,0.0494
2a,['C3~'],Y2,0.5018,0.0543,0.4807,0.0436
2a,['C3~' 'C6~'],Y2,0.4684,0.0552,0.3637,0.0343
2a,['C3~' 'C6~' 'bin_EPS'],Y2,0.4691,0.0557,0.3634,0.0375
2a,['C6~'],Y2,0.445,0.0492,0.3655,0.036
2a,['C6~' 'bin_EPS'],Y2,0.4741,0.0579,0.3652,0.0377
2a,['bin_EPS'],Y2,0.4962,0.0549,0.4783,0.0433
2b,['C1'],Y1,0.7189,0.2595,0.4731,0.0583
2b,['C1' 'C4'],Y1,0.4757,0.0614,0.4567,0.0691
2b,['C1' 'C4' 'C5'],Y1,0.4757,0.0614,0.457,0.0686
2b,['C1' 'C4' 'C5' 'C6'],Y1,0.4757,0.0614,0.457,0.0685
2b,['C1' 'C4' 'C5' 'C6' 'T1'],Y1,0.4926,0.059,0.4616,0.0677
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2'],Y1,0.4985,0.061,0.4632,0.0664
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.505,0.0698,0.4655,0.0704
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.5089,0.0687,0.4673,0.0694
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.493,0.0625,0.4629,0.0719
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.4852,0.0593,0.4562,0.0765
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4854,0.0651,0.447,0.0778
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4887,0.0712,0.449,0.0788
2b,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4867,0.0736,0.4487,0.0786
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y1,0.4555,0.054,0.4219,0.0802
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y1,0.4504,0.0697,0.3912,0.066
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4504,0.0671,0.3909,0.066
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4477,0.0568,0.3874,0.0552
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4405,0.0658,0.384,0.0606
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4167,0.0658,0.3758,0.0497
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.095,0.0555
2b,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0957,0.0551
2b,['C4'],Y1,0.4765,0.0609,0.4574,0.0677
2b,['C4' 'C5'],Y1,0.4756,0.0616,0.4576,0.0673
2b,['C4' 'C5' 'C6'],Y1,0.4764,0.0621,0.4575,0.0674
2b,['C4' 'C5' 'C6' 'T1'],Y1,0.49,0.062,0.4632,0.0672
2b,['C4' 'C5' 'C6' 'T1' 'T2'],Y1,0.4988,0.0584,0.464,0.067
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.5079,0.0659,0.465,0.0697
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.5068,0.0654,0.4674,0.0691
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5028,0.0634,0.4638,0.072
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.4876,0.0603,0.4556,0.0764
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4841,0.064,0.4477,0.0774
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4893,0.0721,0.4483,0.0765
2b,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4862,0.0686,0.4484,0.076
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y1,0.454,0.0577,0.4218,0.0797
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y1,0.4504,0.0697,0.3923,0.0653
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4525,0.0658,0.3915,0.0655
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4477,0.0568,0.3877,0.0557
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4423,0.0629,0.3847,0.0602
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4167,0.0658,0.3767,0.0491
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0949,0.0555
2b,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0956,0.0552
2b,['C5'],Y1,0.7004,0.301,0.4547,0.0505
2b,['C5' 'C6'],Y1,0.7058,0.2957,0.4666,0.0466
2b,['C5' 'C6' 'T1'],Y1,0.6213,0.1748,0.491,0.061
2b,['C5' 'C6' 'T1' 'T2'],Y1,0.5471,0.0804,0.4921,0.05
2b,['C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.5441,0.0844,0.4933,0.0507
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.5344,0.0753,0.4962,0.0498
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5289,0.0535,0.4822,0.048
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5126,0.0477,0.4624,0.0518
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.5067,0.0489,0.4461,0.0516
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4999,0.0423,0.4476,0.0494
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4944,0.0452,0.4465,0.0496
2b,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.488,0.0697,0.4246,0.0784
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4527,0.0567,0.3868,0.0469
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4443,0.0674,0.3881,0.0482
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4516,0.0557,0.3891,0.0395
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4413,0.0578,0.3879,0.063
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.434,0.0363,0.3843,0.0556
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0915,0.0512
2b,"['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0916,0.0513
2b,['C6'],Y1,0.7296,0.2774,0.5314,0.0771
2b,['C6' 'T1'],Y1,0.6216,0.1732,0.4944,0.0569
2b,['C6' 'T1' 'T2'],Y1,0.5455,0.0829,0.4935,0.0488
2b,['C6' 'T1' 'T2' 'T3'],Y1,0.5438,0.0762,0.4946,0.0501
2b,['C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.5343,0.0735,0.4969,0.0486
2b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5303,0.0544,0.483,0.0479
2b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5094,0.0481,0.4629,0.0512
2b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.5098,0.0466,0.4471,0.0511
2b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4992,0.0418,0.4479,0.0491
2b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4944,0.0452,0.4469,0.0491
2b,['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.488,0.0697,0.4248,0.0782
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4527,0.0567,0.3865,0.0469
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4433,0.0691,0.3879,0.0479
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4516,0.0557,0.389,0.0397
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4413,0.0578,0.388,0.0628
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.434,0.0363,0.3844,0.0554
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0915,0.0512
2b,"['C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0915,0.0512
2b,['T1'],Y1,0.6223,0.1724,0.495,0.0571
2b,['T1' 'T2'],Y1,0.5456,0.0847,0.4935,0.049
2b,['T1' 'T2' 'T3'],Y1,0.5416,0.0771,0.4943,0.0506
2b,['T1' 'T2' 'T3' 'T4'],Y1,0.5343,0.0735,0.4967,0.0497
2b,['T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.5303,0.0544,0.4832,0.0475
2b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5129,0.0457,0.4629,0.0516
2b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.5098,0.0466,0.4469,0.051
2b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4978,0.0477,0.4473,0.0492
2b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4951,0.0462,0.4468,0.0488
2b,['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.488,0.0697,0.4252,0.0784
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4527,0.0567,0.3863,0.0467
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4441,0.0698,0.3879,0.0475
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4524,0.0554,0.3893,0.0398
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4413,0.0578,0.388,0.0628
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.434,0.0363,0.3844,0.0554
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0915,0.0512
2b,"['T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0916,0.0513
2b,['T2'],Y1,0.5463,0.0987,0.4898,0.0487
2b,['T2' 'T3'],Y1,0.5451,0.0843,0.4911,0.0498
2b,['T2' 'T3' 'T4'],Y1,0.5369,0.0792,0.4943,0.0498
2b,['T2' 'T3' 'T4' 'T5'],Y1,0.5283,0.0575,0.4833,0.047
2b,['T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.5148,0.0528,0.4635,0.0498
2b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.5072,0.0539,0.4511,0.0507
2b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4996,0.0501,0.451,0.05
2b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.5018,0.0515,0.4512,0.0485
2b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y1,0.4882,0.0581,0.425,0.0772
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y1,0.4519,0.061,0.3876,0.0469
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4529,0.0605,0.3899,0.0469
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y1,0.4537,0.0575,0.3909,0.0407
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y1,0.4401,0.0628,0.3878,0.0635
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y1,0.4344,0.0379,0.385,0.055
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0922,0.052
2b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0918,0.0514
2b,['T3'],Y1,0.5567,0.1093,0.4889,0.0497
2b,['T3' 'T4'],Y1,0.5395,0.0884,0.4954,0.0498
2b,['T3' 'T4' 'T5'],Y1,0.5347,0.072,0.4817,0.0475
2b,['T3' 'T4' 'T5' 'S1'],Y1,0.5116,0.0528,0.4612,0.051
2b,['T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.5101,0.0532,0.4488,0.0487
